sample_id,timestamp,run_hours,cycle_number,cathode_catalyst,anode_catalyst,Pt_at%,Co_at%,Ni_at%,Pd_at%,Ir_at%,graphene_support_%,TiO2_support_%,CeO2_support_%,gC3N4_support_%,C_support_%,total_metal_loading_%,BET_surface_area_m2_g,membrane_type,active_area_cm2,electrolyte,voltage_V,operating_pressure_bar,current_density_mA_cm2,voltage_efficiency_%,faradaic_efficiency_CH3OH_%,degradation_rate_per_hour,cumulative_degradation_%,voltage_drift_24h,metal_support_ratio,catalyst_complexity_index,voltage_stability_index,failure_risk_level,maintenance_needed
MEA_0265,2024-03-07 0:00,1585,265,Pt-Ni/TiO2/CeO2,NiFeO2,96.1,2.5,19.8,6.1,29.2,75.4,4,14.7,40.9,84.8,5.48,41.4,Nafion 212,10,Buffer+1M KCl,1.73,0.8,25.58,62,83.6,0.002148,432.325809,0.0164,0.041,4,0.823,normal,0
MEA_0266,2024-03-07 6:00,1591,266,Pt-Co/TiO2/g-C3N4,IrO2,14.9,8.9,72.5,44.4,44.4,57.8,40.5,29.8,32.9,49.3,6.57,60.7,Nafion 211,1,1M KOH,2.46,1.5,14.46,63.3,83,0.000336,432.860385,0.0151,0.041,4,0.967,normal,0
MEA_0267,2024-03-07 12:00,1597,267,Pt-Ru/g-C3N4,IrO2,41.5,59.2,20,25.2,2.2,90.4,51.6,9,69.3,47.2,3.71,31.8,Nafion 212,5,1M KOH,1.01,0.5,32.78,74.4,49,0.001026,434.498907,-0.0031,0.017,4,0.907,critical,1
MEA_0268,2024-03-07 18:00,1603,268,Carbon Paper,RuO2,8.5,57.9,21.8,22.5,30.1,81.7,58.1,91.1,76.6,49,9.12,68.9,Nafion 212,20,0.5M H2SO4,2.35,2.6,36.36,55.8,72.3,0.001942,437.611933,-0.0089,0.03,4,0.837,warning,1
MEA_0269,2024-03-08 0:00,1609,269,Pt/Graphite,RuO2,99.7,0.3,60.8,29.3,50.3,75.7,93.6,0.6,30.4,84.7,6.08,65.3,PEM,10,0.5M Na2CO3,2.4,1.8,43.28,93.3,45.2,0.000901,439.061642,0.0141,0.03,4,0.917,normal,0
MEA_0270,2024-03-08 6:00,1615,270,Pt-Ni/TiO2/CeO2,NiFeO2,50.2,57.1,36,31.2,5.6,5.6,67.2,48.4,81.2,83.2,1.31,77.2,Nafion 212,10,1M KOH,2.44,0.8,24.3,73.5,75.5,0.001013,440.697637,0.0085,0.006,4,0.908,normal,0
MEA_0271,2024-03-08 12:00,1621,271,40wt%_Pt/C,RuO2,59.5,38.3,62.1,3.6,49.1,0.7,48.1,12.3,29.4,40.4,4.77,95,AEM-Sustainion X37,5,1M KOH,1.02,1.1,49.73,62,63.7,0.001024,442.357541,-0.007,0.053,4,0.907,normal,0
MEA_0272,2024-03-08 18:00,1627,272,Carbon Paper,NiFeO2,6.7,52.1,5.2,34.1,92.7,21.2,81,30.8,44.6,33.3,7.69,93,AEM-Sustainion X37,10,Buffer+1M KCl,1.26,1.6,49.02,75.5,48,-0.000263,441.92964,0.0076,0.043,4,0.974,warning,1
MEA_0273,2024-03-09 0:00,1633,273,Carbon Paper,RuO2,75,27.3,39,12.1,10.5,66.4,95.1,92.6,72.7,49.2,8.04,95.7,AEM-Sustainion X37,10,Buffer+1M KCl,1.98,1,44.23,61.7,54,-0.000492,441.126204,0.0036,0.025,4,0.953,normal,0
MEA_0274,2024-03-09 6:00,1639,274,Carbon Paper,IrO2,21,30.9,2.7,35.7,76.4,41.1,2.2,16.2,69.3,57.3,5.2,39.6,Nafion 211,20,1M KOH,1.04,1.2,29.17,85,71.4,-0.000721,439.944485,0.0132,0.04,4,0.933,normal,0
MEA_0275,2024-03-09 12:00,1645,275,Pt/C,NiFeO2,89.8,29.3,5,41.1,41,40.2,98.3,96.6,98.7,23.8,9,30.5,AEM-Sustainion X37,5,0.5M Na2CO3,1.1,1.8,20.5,71.2,84.4,-0.000334,439.395055,-0.0037,0.027,4,0.968,normal,0
MEA_0276,2024-03-09 18:00,1651,276,Pt-Ru/g-C3N4,NiFeO2,20.5,40,72.5,40.2,65.5,88.5,8.6,20.6,22.5,79.4,3.04,44.2,Nafion 211,10,1M KOH,1.33,2.6,18.85,42.3,37.8,0.001062,441.148417,0.0036,0.022,4,0.904,normal,0
MEA_0277,2024-03-10 0:00,1657,277,Pt/C,IrO2,19.1,8.4,11.1,27.6,26,89.6,81.4,74.2,66.2,48.6,4.4,91.6,AEM-Sustainion X37,5,1M KOH,1.77,1.5,1.59,49.7,64.3,0.002563,445.395308,-0.0053,0.014,4,0.796,normal,0
MEA_0278,2024-03-10 6:00,1663,278,40wt%_Pt/C,NiFeO2,3.7,1.8,42.6,26,15.9,90.9,28,54.7,61,33.4,9.04,97.8,Nafion 212,10,0.5M H2SO4,1.82,2.3,13.21,87.6,45.2,0.000129,445.609835,0.0187,0.039,4,0.987,warning,1
MEA_0279,2024-03-10 12:00,1669,279,Pt/C,NiFeO2,47.2,18.5,32.9,7.1,16,31.4,13.2,88.4,91.5,10.7,9.01,88.7,PEM,20,0.5M Na2CO3,1.05,2.7,36.22,71,78.1,0.004328,452.833267,0.0134,0.04,4,0.698,normal,0
MEA_0280,2024-03-10 18:00,1675,280,Pt-Co/TiO2/g-C3N4,RuO2,56.5,42.3,27.8,38.8,7,69.1,44,55.4,15.6,23.9,7.01,28.8,AEM-Sustainion X37,5,0.5M H2SO4,1.26,1,30.58,92.3,34.2,0.00385,459.282017,0.0121,0.038,4,0.722,normal,0
MEA_0281,2024-03-11 0:00,1681,281,Pt-Ru/g-C3N4,NiFeO2,6.6,12.1,72,13.6,18.6,27.2,64.4,53.5,75.2,94.9,8.66,95.8,Nafion 211,10,0.5M Na2CO3,1.75,2.5,45.9,44,71.3,0.002123,462.85078,0.0107,0.039,4,0.825,normal,0
MEA_0282,2024-03-11 6:00,1687,282,Pt-Ru/g-C3N4,,77.6,40.4,1.7,24.8,66.4,19.1,38.1,19.5,56.8,30.5,1.34,53.9,Nafion 211,20,0.5M Na2CO3,1.89,2.4,3.45,56.2,40.5,0.003345,468.493795,0.0027,0.01,4,0.749,normal,0
MEA_0283,2024-03-11 12:00,1693,283,40wt%_Pt/C,IrO2,45.3,58.2,53.1,14.2,88.2,18.5,5.5,16.6,27.5,16.9,8.72,20.7,PEM,10,0.5M Na2CO3,1.22,1.4,8.61,50.6,65.8,0.001198,470.522009,0.0177,0.128,4,0.893,normal,0
MEA_0284,2024-03-11 18:00,1699,284,Pt/Graphite,RuO2,52.4,5.6,77.1,6.7,81.4,34.2,59.9,91.6,47.4,46.1,3.55,55.4,AEM-Sustainion X37,5,0.5M H2SO4,1.6,3,39.67,70.5,80.1,-0.000779,469.198488,-0.0078,0.015,4,0.928,normal,0
MEA_0285,2024-03-12 0:00,1705,285,Pt-Co/TiO2/g-C3N4,RuO2,44.1,40.4,44.8,31.5,68.5,43,90.2,32.8,33.4,30.7,2.19,23.7,Nafion 212,10,0.5M H2SO4,2.36,1.2,18.57,61.1,75.3,0.004426,476.744818,0.0141,0.011,4,0.693,normal,0
MEA_0286,2024-03-12 6:00,1711,286,Pt-Ni/TiO2/CeO2,,40.1,26.6,74.9,2.7,11,83.1,38.3,37.2,57.9,3.5,2.77,63.5,AEM-Sustainion X37,5,0.5M H2SO4,2.5,1.1,6.8,48.7,75.2,-0.000233,476.346155,-0.0035,0.013,4,0.977,critical,1
MEA_0287,2024-03-12 12:00,1717,287,Pt/C,IrO2,56,52.1,4.2,37.4,28.9,12,21.6,76,88.9,32.3,4.47,47.1,AEM-Sustainion X37,5,Buffer+1M KCl,2.48,2.4,49.83,75.4,61.1,0.004688,484.395451,-0.0003,0.023,4,0.681,critical,1
MEA_0288,2024-03-12 18:00,1723,288,Pd-Ni/CeO2,IrO2,15.5,10.6,33.5,15.9,31,73.5,44.3,33.9,56.9,54.4,2.89,57.9,PEM,10,0.5M H2SO4,2.32,1.6,39.58,69.5,83.4,0.002431,488.584064,0.0056,0.014,4,0.804,normal,0
MEA_0289,2024-03-13 0:00,1729,289,Pt/C,RuO2,18.2,41.6,20.8,0,25,53.1,4.8,95.2,63.2,55.2,3.55,69.1,AEM-Sustainion X37,20,Buffer+1M KCl,1.59,1.3,21.03,55.1,65.3,0.000833,490.024321,0.0135,0.016,3,0.923,warning,1
MEA_0290,2024-03-13 6:00,1735,290,Carbon Paper,NiFeO2,86.2,50.3,58.5,25.6,51.5,28.8,82,73.8,51.9,35.7,1.78,89.5,Nafion 212,1,Buffer+1M KCl,2.03,0.9,41.34,66.4,85.1,0.001973,493.447476,0.0152,0.008,4,0.835,critical,1
MEA_0291,2024-03-13 12:00,1741,291,Pt/C,RuO2,94.6,56.7,78.5,2.3,53.6,49.3,82.6,59.7,5.1,44.7,3.31,73,Nafion 211,20,Buffer+1M KCl,1.62,2.4,34.35,81,62.8,0.00201,496.946886,0.0075,0.017,4,0.833,normal,0
MEA_0292,2024-03-13 18:00,1747,292,Pt-Ni/TiO2/CeO2,IrO2,37.3,41,20.5,13.8,35.7,30,58.8,88.1,23.3,96.6,5.94,54.7,PEM,20,1M KOH,1.97,2.5,39.71,51.3,60.4,-0.00086,495.444466,0.0021,0.03,4,0.921,normal,0
MEA_0293,2024-03-14 0:00,1753,293,Pt/C,,27.1,29.8,52.3,35.3,35.4,59.6,35.3,5,49.2,37.7,4.7,85.6,Nafion 212,10,1M KOH,1.46,1.9,40.95,56.1,43.3,0.001133,497.430615,0.0184,0.032,4,0.898,normal,0
MEA_0294,2024-03-14 6:00,1759,294,Pt-Co/TiO2/g-C3N4,RuO2,64.4,37.1,15.8,3.1,82.9,43.4,80,25.7,31,25.8,3.79,92.4,Nafion 211,20,1M KOH,1.91,2.9,5.15,59,62.7,0.003439,503.479816,-0.0026,0.021,4,0.744,normal,0
MEA_0295,2024-03-14 12:00,1765,295,Pt-Co/TiO2/g-C3N4,IrO2,40.9,52.1,45.2,42,78.9,16.4,55.5,46.5,18.2,24.3,7.59,29.6,PEM,20,Buffer+1M KCl,1.79,1.3,31.53,81.1,38.4,0.00206,507.115716,0.0141,0.056,4,0.829,warning,1
MEA_0296,2024-03-14 18:00,1771,296,Pt-Ru/g-C3N4,RuO2,2.5,34.2,37.1,0.2,30.8,11.7,82.6,22.7,50.4,45.8,8.99,62.6,PEM,1,Buffer+1M KCl,1.04,1,1.33,86.6,82.2,0.000465,507.939231,0.0084,0.054,4,0.956,normal,0
MEA_0297,2024-03-15 0:00,1777,297,40wt%_Pt/C,NiFeO2,15.6,1.8,77.8,12.3,91.4,54.7,63.1,74.4,32.3,76,7.69,42.8,Nafion 211,20,0.5M Na2CO3,2.19,2.2,3.13,60.7,70.6,0.001011,509.735778,0.0013,0.034,4,0.908,normal,0
MEA_0298,2024-03-15 6:00,1783,298,Pt/Graphite,RuO2,71.6,55.9,48.7,37,95.3,90.2,78.4,91.9,25.8,20.6,3.65,23.8,Nafion 211,1,Buffer+1M KCl,1.02,2.4,45.3,56.3,89.6,0.004178,517.185152,-0.01,0.013,4,0.705,normal,0
MEA_0299,2024-03-15 12:00,1789,299,Pd-Ni/CeO2,RuO2,65.9,41.4,28,15.8,32.7,34.4,59.9,42.4,46.4,70.9,7.57,73.5,Nafion 212,10,1M KOH,1.44,1.1,26.85,88.9,35.5,0.002153,521.036869,0.0034,0.041,4,0.823,normal,0
MEA_0300,2024-03-15 18:00,1795,300,Carbon Paper,IrO2,2.7,40.6,9.1,5.1,35.4,73.3,41.4,34.2,13.3,2.1,1.94,89,AEM-Sustainion X37,1,Buffer+1M KCl,1.01,0.7,37.06,95,44.4,0.00217,524.932019,-0.0017,0.012,4,0.822,normal,0
MEA_0301,2024-03-16 0:00,1801,301,Pt/C,IrO2,22.2,12.9,12.1,18,50.6,65.9,95.8,96.2,92.8,41.9,1.74,33,AEM-Sustainion X37,5,Buffer+1M KCl,1.56,2.5,42.09,76.9,82.6,0.004769,533.520988,-0.0069,0.005,4,0.677,normal,0
MEA_0302,2024-03-16 6:00,1807,302,Pt/C,IrO2,23.1,39.5,18,13.5,94.1,93.2,54.1,44.5,86.8,77.6,3.78,85,AEM-Sustainion X37,5,0.5M Na2CO3,1.09,2.9,47.53,94.4,53.7,0.000925,535.192463,-0.0077,0.014,4,0.915,normal,0
MEA_0303,2024-03-16 12:00,1813,303,Pt-Ni/TiO2/CeO2,RuO2,67.2,23.6,20.1,42.1,87.6,82.1,60.5,48.9,70.8,33.9,8.17,88.3,AEM-Sustainion X37,1,Buffer+1M KCl,2.37,2.1,43.6,76.3,58,0.001877,538.595464,0.0004,0.031,4,0.842,warning,1
MEA_0304,2024-03-16 18:00,1819,304,40wt%_Pt/C,NiFeO2,2,39.1,68,15.7,10.3,56.7,22,35.2,10.6,56.4,2.84,93.1,AEM-Sustainion X37,5,0.5M H2SO4,1.62,1.2,24.68,80.3,81.6,0.00387,545.634994,0.0084,0.023,4,0.721,warning,1
MEA_0305,2024-03-17 0:00,1825,305,Pt-Co/TiO2/g-C3N4,,10.4,6.4,44.9,39.4,39.3,65.7,62.6,91,77.6,20.5,1.1,41.2,Nafion 212,10,0.5M Na2CO3,1.69,3,17.46,61.4,61.3,0.003553,552.119219,0.0151,0.004,4,0.738,warning,1
MEA_0306,2024-03-17 6:00,1831,306,Pd-Ni/CeO2,,80,39.5,41.9,44.6,55.3,89.8,57.2,56.9,80.8,74.2,1.75,92.3,PEM,5,Buffer+1M KCl,1.52,2.7,8.57,63.8,41.6,0.000595,553.208664,-0.0045,0.006,4,0.944,warning,1
MEA_0307,2024-03-17 12:00,1837,307,Pt-Ru/g-C3N4,IrO2,17.9,60,9.2,21.7,50.3,40,18.5,76.2,76.8,5.2,8.66,45.7,Nafion 212,1,Buffer+1M KCl,1.94,1.8,20.62,47.9,83.5,-9.30E-05,553.037823,0.0027,0.041,4,0.991,warning,1
MEA_0308,2024-03-17 18:00,1843,308,Pt-Co/TiO2/g-C3N4,IrO2,65.3,2.9,68.8,45.5,19.4,32.7,6,81.2,11.4,85.3,6.52,64.2,Nafion 212,10,0.5M Na2CO3,2.18,2.6,18.96,85.3,31.9,0.003204,558.942795,0.0018,0.05,4,0.757,normal,0
MEA_0309,2024-03-18 0:00,1849,309,Carbon Paper,RuO2,23.8,58.6,57.8,18.9,85.9,1.1,60.4,34.2,64.4,19.8,2.91,24,Nafion 212,5,Buffer+1M KCl,1.97,2.5,28.42,91.2,83.7,0.000546,559.952349,0.0054,0.018,4,0.948,normal,0
MEA_0310,2024-03-18 6:00,1855,310,40wt%_Pt/C,,9.9,24.4,5.4,48.2,67.7,82.7,76.4,43.4,83.4,87.4,5.78,23.5,PEM,10,1M KOH,2.12,2.8,33.61,74.3,33,0.004536,568.366629,0.0143,0.02,4,0.688,normal,0
MEA_0311,2024-03-18 12:00,1861,311,Carbon Paper,IrO2,24.3,52.2,56.6,4.5,83.8,80.1,52.3,84.8,57.7,35.3,5.51,77.6,Nafion 212,1,0.5M H2SO4,2.36,2.6,48.94,58.9,70,-0.000225,567.947904,0.0066,0.02,4,0.978,normal,0
MEA_0312,2024-03-18 18:00,1867,312,Pt/Graphite,NiFeO2,72.2,46.9,43.5,34.4,85.9,10.4,22.7,36.3,64.6,72.3,6.73,55.6,Nafion 212,5,0.5M H2SO4,2.3,2.1,36.69,48.5,34.3,0.00091,569.646874,0.0154,0.05,4,0.917,normal,0
MEA_0313,2024-03-19 0:00,1873,313,Pt-Ru/g-C3N4,NiFeO2,85.6,34,6.5,24.7,74.8,57.7,66.7,79.4,45.8,31.9,2.72,40.5,PEM,10,1M KOH,2.01,2,32.54,54.6,72.4,-0.000671,568.390091,0.0056,0.011,4,0.937,warning,1
MEA_0314,2024-03-19 6:00,1879,314,Pt/Graphite,IrO2,83,44.3,36.7,19.4,43.9,46.4,8,94.1,52.9,90.6,8.71,35.2,Nafion 212,10,Buffer+1M KCl,1.32,1.7,17.42,54,32,0.00322,574.440471,0.0081,0.043,4,0.756,normal,0
MEA_0315,2024-03-19 12:00,1885,315,Pt-Ni/TiO2/CeO2,IrO2,39.7,52.7,38.8,31.6,61.1,11.9,44.2,62.3,3.4,12.7,3.44,73.6,AEM-Sustainion X37,5,Buffer+1M KCl,1.96,2.1,2.69,73.7,80.5,0.004348,582.636451,0.0031,0.028,4,0.697,normal,0
MEA_0316,2024-03-19 18:00,1891,316,Carbon Paper,,66.8,24.2,13.3,35.2,16,98.1,16.3,74.2,63.9,17.9,7.09,20,Nafion 211,10,0.5M H2SO4,1.76,2.5,15.12,92,58,0.002815,587.959616,0.0147,0.028,4,0.78,normal,0
MEA_0317,2024-03-20 0:00,1897,317,Pt-Ni/TiO2/CeO2,,20.5,19.6,75.7,0.2,67.4,21.5,18.4,80.5,8.1,49.3,0.65,84.5,Nafion 212,10,Buffer+1M KCl,2.08,2.9,38.65,42.7,35.6,0.004627,596.737035,0.0177,0.005,4,0.684,normal,0
MEA_0318,2024-03-20 6:00,1903,318,Pt/C,RuO2,29.3,40.1,68,8.3,17.9,6.7,20.2,84.5,43.5,8.2,4.04,26.3,Nafion 211,1,0.5M H2SO4,2.25,1.7,11.06,40.1,72.4,-0.000229,596.301248,0.0092,0.026,4,0.978,critical,1
MEA_0319,2024-03-20 12:00,1909,319,Pt/Graphite,,89.6,48.5,53.5,35.7,69.4,59.5,38.7,39.5,29.3,19.6,3.84,35.3,Nafion 212,1,0.5M H2SO4,2.11,1.9,35.9,73,59.4,-0.000474,595.396382,0.0146,0.023,4,0.955,normal,0
MEA_0320,2024-03-20 18:00,1915,320,40wt%_Pt/C,NiFeO2,1.3,45.7,37,33.3,23,73.9,5.1,5.1,54.5,94.4,5.66,50.9,Nafion 212,1,1M KOH,2.27,1.6,29.41,55.6,41.5,0.00403,603.113832,-0.0082,0.041,4,0.713,normal,0
MEA_0321,2024-03-21 0:00,1921,321,Carbon Paper,NiFeO2,8.6,47.9,32.9,48.3,11.8,3.2,39.8,40.2,13.3,97.6,1.19,58.8,AEM-Sustainion X37,1,0.5M H2SO4,1.1,2.2,9.42,88.4,30.9,0.004133,611.053325,0.0172,0.012,4,0.708,normal,0
MEA_0322,2024-03-21 6:00,1927,322,Pd-Ni/CeO2,IrO2,20.8,26.1,52.1,38.1,16.5,65.9,51.2,67.4,69.2,37.6,8.01,48.4,PEM,1,Buffer+1M KCl,1.05,2.1,13.82,58,55.1,0.003986,618.734347,-0.0043,0.032,4,0.715,warning,1
MEA_0323,2024-03-21 12:00,1933,323,Pt-Ru/g-C3N4,,2.7,49.1,43.6,47.5,0.2,53.2,48.3,45,79.5,92.3,2.57,45.7,Nafion 211,1,Buffer+1M KCl,1.39,0.5,25.32,55.9,35.1,0.003794,626.068149,-0.0023,0.011,4,0.725,normal,0
MEA_0324,2024-03-21 18:00,1939,324,Pt-Co/TiO2/g-C3N4,RuO2,18.1,7.2,5,35.1,71.9,10.3,38.3,74.9,16.3,54.5,6.93,97.1,PEM,5,0.5M Na2CO3,2.35,1.9,21.5,54.8,35.7,0.001173,628.342596,-0.0084,0.05,4,0.895,normal,0
MEA_0325,2024-03-22 0:00,1945,325,40wt%_Pt/C,NiFeO2,58.3,32.7,41,14.9,73.2,17.3,83.9,35.7,10.4,27,8.13,71.3,AEM-Sustainion X37,1,Buffer+1M KCl,2.24,0.7,39.15,48,46,0.000305,628.935821,0.019,0.055,4,0.97,warning,1
MEA_0326,2024-03-22 6:00,1951,326,40wt%_Pt/C,NiFeO2,42.1,0.3,64.5,5.3,51.5,56.8,14.5,63.5,14.6,70.2,5.84,21.9,AEM-Sustainion X37,10,0.5M Na2CO3,2.02,0.6,36.99,72,67.8,0.004573,637.857744,0.0156,0.039,4,0.686,normal,0
MEA_0327,2024-03-22 12:00,1957,327,Pt-Ni/TiO2/CeO2,RuO2,89.3,19.5,36.7,39.1,16.1,29.6,50.6,18.6,87.7,65.9,7.54,54.4,Nafion 211,5,0.5M H2SO4,2.05,2.5,29.15,49.3,61.8,0.000842,639.505538,0.0174,0.04,4,0.922,normal,0
MEA_0328,2024-03-22 18:00,1963,328,Pt/Graphite,RuO2,81.7,22,4.2,32.2,8.4,93.8,6.2,74.9,52.8,98.9,6.79,90,PEM,10,Buffer+1M KCl,2.09,1.1,41.29,63.4,34.1,0.00139,642.234108,0.0154,0.03,4,0.878,normal,0
MEA_0329,2024-03-23 0:00,1969,329,Carbon Paper,NiFeO2,34.2,23.8,62.9,2.4,1.9,81.9,7.1,54.6,46.7,26.5,3.88,44.1,AEM-Sustainion X37,1,1M KOH,2.41,1.4,28.57,65.4,88.1,0.003197,648.529001,0.0044,0.02,4,0.758,warning,1
MEA_0330,2024-03-23 6:00,1975,330,Carbon Paper,NiFeO2,25.9,41.7,16.1,18,16.6,98.4,57.4,20.4,10.7,67.2,8.18,27.6,Nafion 212,1,1M KOH,2.25,0.7,48.26,41.1,83.2,0.00076,650.030001,0.0177,0.044,4,0.929,normal,0
MEA_0331,2024-03-23 12:00,1981,331,Pt/C,RuO2,38,23.3,20.7,47.8,89.1,26,56.6,29.2,65,5.2,3.3,80.7,Nafion 212,10,1M KOH,1.94,0.9,11.64,40.9,45.6,0.003915,657.785616,0.0191,0.019,4,0.719,normal,0
MEA_0332,2024-03-23 18:00,1987,332,Pt/C,NiFeO2,59,26.9,13.2,25,24.2,97,87.8,74.9,86.8,11.4,5.93,68.5,Nafion 212,10,0.5M H2SO4,2,2.4,35.99,68.6,37.3,-0.00058,656.633156,0.0051,0.017,4,0.945,normal,0
MEA_0333,2024-03-24 0:00,1993,333,Pt-Ru/g-C3N4,IrO2,26.8,14.3,26.4,21.6,35.4,43.1,55.8,48.3,82.8,0.4,7.58,65.6,PEM,10,0.5M H2SO4,1.32,1.7,19.13,78.3,86.5,0.003747,664.100927,-0.0047,0.033,4,0.727,normal,0
MEA_0334,2024-03-24 6:00,1999,334,Pt-Ni/TiO2/CeO2,IrO2,62.4,22.4,60.5,22.9,10.5,34.8,96,21.6,62.6,99.9,4.1,24.3,Nafion 212,20,0.5M Na2CO3,1.99,2.7,14.67,91.8,57.7,0.002611,669.320316,0.0098,0.019,4,0.793,normal,0
MEA_0335,2024-03-24 12:00,2005,335,40wt%_Pt/C,RuO2,40.9,13.6,41.6,10.4,22.2,5,4.9,96.7,7.5,80.2,3.38,31.2,Nafion 212,20,1M KOH,1.64,1.5,9.84,49.9,48.7,0.002438,674.208506,0.0193,0.03,4,0.804,normal,0
MEA_0336,2024-03-24 18:00,2011,336,Carbon Paper,,55.2,4.4,16.4,18.4,51.9,5.3,9.8,71.5,11.2,78.7,4.86,69.8,AEM-Sustainion X37,20,0.5M Na2CO3,1.23,1.2,28.07,45.7,59.4,0.00175,677.727756,0.0162,0.05,4,0.851,normal,0
MEA_0337,2024-03-25 0:00,2017,337,Pd-Ni/CeO2,RuO2,43.6,36.2,70.2,18.5,60.8,69.2,4.4,95.7,4.9,51,8.27,36.6,AEM-Sustainion X37,20,0.5M Na2CO3,2.21,1.4,11.56,42.9,76.4,0.000662,679.06301,0.0159,0.047,4,0.938,normal,0
MEA_0338,2024-03-25 6:00,2023,338,Pt-Ni/TiO2/CeO2,RuO2,29.4,40.1,70.4,2.6,24.5,45.8,18.5,42.7,25.7,30,9.33,60.3,Nafion 212,5,Buffer+1M KCl,1.77,2.3,10.82,64,40.1,0.001784,682.672042,0.018,0.07,4,0.849,normal,0
MEA_0339,2024-03-25 12:00,2029,339,Pt-Ru/g-C3N4,,94.8,37.2,69.6,38.4,5.8,22.7,54.1,47.5,13.6,15.1,5.68,63.6,Nafion 212,1,Buffer+1M KCl,2.47,1.9,49.54,74.3,76,0.0017,686.121342,0.0168,0.041,4,0.855,normal,0
MEA_0340,2024-03-25 18:00,2035,340,Pt-Ru/g-C3N4,,76.4,27.8,19.1,20.8,39.1,61.4,64.6,89.8,26,28.5,6.78,42.7,AEM-Sustainion X37,10,1M KOH,1.42,2.8,40.29,86.2,75,0.002503,691.214947,0.0133,0.028,4,0.8,normal,0
MEA_0341,2024-03-26 0:00,2041,341,Pt-Ni/TiO2/CeO2,,14,22.8,36.1,41.1,23.4,25.3,4.6,52.5,38.5,37.6,9.08,95.9,Nafion 211,1,0.5M H2SO4,1.72,2,37.67,77.5,62.4,0.000689,692.621196,0.0115,0.075,4,0.936,normal,0
MEA_0342,2024-03-26 6:00,2047,342,Pt-Ru/g-C3N4,IrO2,86.8,51.8,78.8,42.5,22,57.8,94.6,70.7,94.3,75.6,1.44,87.4,PEM,10,Buffer+1M KCl,1.67,1.7,39.91,51.5,82,-0.000534,691.528098,-0.0021,0.005,4,0.949,normal,0
MEA_0343,2024-03-26 12:00,2053,343,Pt-Ni/TiO2/CeO2,NiFeO2,48.7,31.1,61.8,10.6,96,35.9,84.2,25.2,61,54,2.7,77.8,PEM,1,0.5M H2SO4,1.18,2.5,48.48,65.4,37.9,-0.000129,691.263261,0.0086,0.013,4,0.987,critical,1
MEA_0344,2024-03-26 18:00,2059,344,Pt-Co/TiO2/g-C3N4,IrO2,89.5,28.8,2.2,32.9,61.6,82.4,29.7,44.7,83.5,7.7,7.23,26.2,AEM-Sustainion X37,5,0.5M Na2CO3,1.64,2.9,29.09,90.1,65.7,0.003195,697.841766,0.0056,0.03,4,0.758,normal,0
MEA_0345,2024-03-27 0:00,2065,345,Pt-Ni/TiO2/CeO2,NiFeO2,80,1.5,5.2,23.6,55.7,82.1,7.7,12.3,71,1.8,8.33,28.5,PEM,20,0.5M Na2CO3,1.43,1.4,11.79,58,57,-0.000865,696.055541,0.0159,0.048,4,0.92,normal,0
MEA_0346,2024-03-27 6:00,2071,346,Pt/Graphite,IrO2,42.5,20.5,37.1,44,41.6,47.7,17,20.6,11.3,10.2,8.64,59.4,AEM-Sustainion X37,1,0.5M Na2CO3,1.24,1.1,43.25,67.4,55.3,0.004139,704.62741,0.0048,0.089,4,0.707,normal,0
MEA_0347,2024-03-27 12:00,2077,347,Pt-Ni/TiO2/CeO2,NiFeO2,2.2,22.8,72.7,10.8,42.9,35.1,12.7,0.1,73.6,41,4.44,32.9,AEM-Sustainion X37,10,0.5M Na2CO3,1.42,2,37.39,92.7,45.2,0.003166,711.203192,-0.0062,0.037,4,0.76,normal,0
MEA_0348,2024-03-27 18:00,2083,348,Pt-Ru/g-C3N4,IrO2,26.9,23.9,43.1,33.9,54.1,36.3,12.3,3.9,27.5,93.3,1.35,98.3,AEM-Sustainion X37,1,1M KOH,1.35,1.7,21.3,80.4,52.3,0.003609,718.720739,-0.0099,0.017,4,0.735,warning,1
MEA_0349,2024-03-28 0:00,2089,349,Carbon Paper,,54.2,34.8,39.8,30.4,69.6,80.6,51.9,97.7,63.9,63.7,4.66,32.7,AEM-Sustainion X37,5,0.5M Na2CO3,2.1,3,24.2,81.1,36.5,0.004016,727.110163,0.0103,0.016,4,0.713,normal,0
MEA_0350,2024-03-28 6:00,2095,350,Pt/Graphite,RuO2,63.3,32,8.4,14.8,70.2,32.8,24.6,24.2,34.1,80.2,2.69,59,Nafion 211,5,Buffer+1M KCl,1.05,1.7,21.15,53.9,45.1,-0.000264,726.557083,0.0065,0.023,4,0.974,normal,0
MEA_0351,2024-03-28 12:00,2101,351,Pt-Ru/g-C3N4,IrO2,25.8,36.5,52.5,6.8,17.2,20.9,35.8,66.3,99.8,46.6,3.27,49.1,Nafion 212,1,0.5M Na2CO3,1.93,0.7,46.57,62.8,46.3,0.003935,734.824518,-0.0001,0.015,4,0.718,normal,0
MEA_0352,2024-03-28 18:00,2107,352,Pt/C,NiFeO2,13.9,45.9,65.8,32.6,50,8.5,99,83.9,26.4,36.2,7.84,71.2,Nafion 212,20,0.5M H2SO4,2.14,2.9,17.83,44.5,73.2,0.002028,739.097514,-0.0049,0.036,4,0.831,normal,0
